Group	Dataset	mean_test_binarize_average_precision_scorer	std_test_binarize_average_precision_scorer
pca_knr	Piperlongumine_1243	0.3389358492774596	0.0784638972851938
pca_knr	Ponatinib_155	0.3959844729925616	0.12394562490924232
pca_knr	Pyrimethamine_71	0.27501340817508085	0.1110120025002013
pca_knr	QL-VIII-58_1166	0.2409094541649988	0.06829481438813377
pca_knr	QL-X-138_331	0.5637179993880009	0.07584010156348027
pca_knr	QL-XI-92_329	0.5468342165526507	0.11480799325301674
pca_knr	QL-XII-47_235	0.38738028286442105	0.07677464207869675
pca_knr	QL-XII-61_1203	0.4501197915616979	0.18924625825842145
pca_knr	QS11_151	0.25740795207985423	0.037193352522074605
pca_knr	Quizartinib_254	0.25883974534928056	0.13633552971066745
pca_knr	RO-3306_1052	0.2779825469689457	0.06782775751845814
pca_knr	Rapamycin_3	0.4716553715364332	0.17244877595718508
pca_knr	Refametinib_1014	0.5524631568814844	0.07741451082619
pca_knr	Refametinib_1526	0.5040947251739505	0.0905495332164776
pca_knr	Rucaparib_1175	0.16849381118126264	0.059270532199763575
pca_knr	Ruxolitinib_206	0.33446473056704595	0.1760226731530618
pca_knr	S-Trityl-L-cysteine_41	0.4812332149696855	0.1419719519139029
pca_knr	SB-505124_1194	0.21204757102992086	0.055977974024676434
pca_knr	SB216763_1025	0.28503954361359923	0.08082245593620138
pca_knr	SB52334_304	0.22210039225265774	0.057745201118429484
pca_knr	SB590885_1061	0.4925732280545749	0.12809681909723153
pca_knr	SGC0946_1264	0.14638889769702346	0.05816702674360497
pca_knr	SL0101_1039	0.15523508224062407	0.0360632725811503
pca_knr	SN-38_1494	0.4907508451210202	0.06978144416239204
pca_knr	SNX-2112_328	0.6083714552416929	0.06490550498275162
pca_knr	STF-62247_258	0.26428444139386603	0.058194970557866814
pca_knr	Salubrinal_111	0.3728210473786964	0.16376550757970287
pca_knr	Saracatinib_38	0.25642730015479137	0.15331060787107245
pca_knr	Seliciclib_110	0.2762862364177162	0.13079363871657712
pca_knr	Selisistat_341	0.14036334243047024	0.06473653665339976
pca_knr	Selumetinib_1062	0.3557961202003867	0.13581069369213294
pca_knr	Selumetinib_1498	0.4179928378604928	0.11140141209292036
pca_knr	Serdemetan_1133	0.18994314170682752	0.07238238105713769
pca_knr	Shikonin_170	0.2751125240902562	0.06720600236411123
pca_knr	Sorafenib_30	0.3049493597586471	0.16024285904235555
pca_knr	Sunitinib_5	0.42662991727331256	0.17006130508523445
pca_knr	T0901317_333	0.26365921819820826	0.10344196046124628
pca_knr	TAK-715_221	0.3749419733272047	0.08342272384735269
pca_knr	TGX221_94	0.4884821965325227	0.2318061841862824
pca_knr	THZ-2-102-1_346	0.6253227251245426	0.06331526920070968
pca_knr	THZ-2-49_344	0.43011393109046425	0.0532602316943802
pca_knr	TL-1-85_261	0.5375778271366558	0.1029865155848839
pca_knr	TL-2-105_211	0.3925085541591236	0.11800291303636265
pca_knr	TPCA-1_305	0.5253058481589792	0.1111675581936532
pca_knr	TW 37_1149	0.269853089953222	0.05539447992345763
pca_knr	Talazoparib_1259	0.3336435633435143	0.09048791290397054
pca_knr	Tamoxifen_1199	0.13490966153121434	0.05689984405246928
pca_knr	Tanespimycin_1026	0.34782400475895536	0.057465294621130224
pca_knr	Temozolomide_1375	0.1848406636123684	0.08798532244366025
pca_knr	Temsirolimus_1016	0.30059769409675585	0.06239899745395916
pca_knr	Thapsigargin_180	0.2612174386386359	0.05440506046089672
pca_knr	Tipifarnib_204	0.2189809997265849	0.0346508066070898
pca_knr	Tivozanib_312	0.2895747996455331	0.13646776488610365
pca_knr	Tozasertib_32	0.4862432781221572	0.145157028450146
pca_knr	Trametinib_1372	0.511043256543564	0.06819559407059454
pca_knr	Tretinoin_1009	0.36122615440171857	0.11961607598120715
pca_knr	Tubastatin A_265	0.5360067974229428	0.09818301693284537
pca_knr	UNC0638_1236	0.2760967728192978	0.0861820691885641
pca_knr	UNC0638_245	0.4689652390231629	0.11802862697340408
pca_knr	UNC1215_1262	0.1470563522557653	0.03698331813973338
pca_knr	VNLG_124_271	0.5595235577816338	0.22936352511297264
pca_knr	VX-11e_262	0.3590057298070203	0.0917160888035282
pca_knr	VX-702_1028	0.16982345773650684	0.06672318298093863
pca_knr	Veliparib_1018	0.1378944171914561	0.034406412125293225
pca_knr	Vinblastine_1004	0.3762630926063872	0.06957332582081255
pca_knr	Vinorelbine_140	0.2635206090092413	0.03876832851285547
pca_knr	Vismodegib_1033	0.15942612586531962	0.04748408056337754
pca_knr	Vorinostat_1012	0.535363090607313	0.07157727534133715
pca_knr	WH-4-023_56	0.34753305603208856	0.10400985607068117
pca_knr	WHI-P97_288	0.3408794669367196	0.1099538945281488
pca_knr	WZ-1-84_59	0.1997608419496628	0.08535979492859293
pca_knr	WZ3105_252	0.5344168194722352	0.0896091573015853
pca_knr	XAV939_1268	0.24940089622216424	0.0614401945946622
pca_knr	XMD11-85h_1158	0.3284334928764939	0.13229665379750458
pca_knr	XMD13-2_330	0.3929964759379452	0.09956341042430696
pca_knr	XMD14-99_253	0.4630034024161182	0.10670809699214348
pca_knr	XMD15-27_332	0.3863963197215263	0.1298988829320412
pca_knr	XMD8-85_106	0.3305628553730128	0.12711149068198085
pca_knr	XMD8-92_1164	0.3666549397796488	0.1435186606590128
pca_knr	Y-39983_309	0.3693789428005966	0.11142131998276343
pca_knr	YK-4-279_1239	0.2865097518546743	0.06360360514353419
pca_knr	YM201636_310	0.3513435143842961	0.0889988374396032
pca_knr	Z-LLNle-CHO_45	0.3204332511056269	0.11640814973262464
pca_knr	ZG-10_1161	0.5850608586654902	0.15423239495117486
pca_knr	ZM447439_1050	0.4324950375467017	0.07899112625515985
pca_knr	ZSTK474_223	0.4746730044054099	0.06541589685656997
pca_knr	Zibotentan_266	0.14356361654325211	0.1001984667729758
pca_knr	rTRAIL_1261	0.2581362778714021	0.08116226626089908
xgbr_tree	(5Z)-7-Oxozeaenol_1242	0.4470440445652416	0.09016716905326748
xgbr_tree	5-Fluorouracil_179	0.5115953304976888	0.0949085928797901
xgbr_tree	681640_1046	0.16877017450276424	0.03437336197214549
xgbr_tree	A-443654_86	0.2648606084009168	0.10313581739456684
xgbr_tree	A-770041_55	0.3017191489701984	0.09432820945470448
xgbr_tree	AICA Ribonucleotide_1001	0.5171970860361904	0.09494435686509853
xgbr_tree	AKT inhibitor VIII_171	0.21061974934161207	0.060064420348096136
xgbr_tree	AKT inhibitor VIII_228	0.5338535842434211	0.09988863303653432
xgbr_tree	AR-42_272	0.6752465560302795	0.10080545050945124
xgbr_tree	AS601245_207	0.21057567305663175	0.057227361344933815
xgbr_tree	AS605240_224	0.3919858926715819	0.07648365460196427
xgbr_tree	AT-7519_219	0.6398201288068026	0.06671821699038187
xgbr_tree	AZ628_29	0.540384477669484	0.14188181989933726
xgbr_tree	AZD6482_1066	0.3213761724222998	0.08578466724590855
xgbr_tree	AZD6482_156	0.2307252582649713	0.06257774503332976
xgbr_tree	AZD7762_1022	0.5011936732277549	0.11263855851509527
xgbr_tree	AZD8055_1059	0.4057498735528161	0.07708349563013349
xgbr_tree	Afatinib_1032	0.496771264466109	0.110377457363518
xgbr_tree	Afatinib_1377	0.5593920744674217	0.11721397190771725
xgbr_tree	Alectinib_281	0.29423327113693604	0.0674663119194125
xgbr_tree	Amuvatinib_293	0.18521597442181587	0.0535192898851562
xgbr_tree	Avagacestat_1072	0.21815728273220614	0.060278845566746474
xgbr_tree	Avagacestat_205	0.16504705064586994	0.06135547124288221
xgbr_tree	Axitinib_1021	0.28710589161045513	0.08447402931204019
xgbr_tree	BAY-61-3606_178	0.3318264167007877	0.08009719622922133
xgbr_tree	BI-2536_60	0.42779269295927697	0.13671813674108202
xgbr_tree	BIX02189_279	0.426165374674658	0.09546353215236468
xgbr_tree	BMS-345541_203	0.4468533416929036	0.08920172519324114
xgbr_tree	BMS-509744_63	0.2415475948900105	0.07190116452288371
xgbr_tree	BMS-536924_1091	0.21734659041592316	0.037918952347802085
xgbr_tree	BMS-536924_62	0.37425013108952376	0.14295096551651829
xgbr_tree	BMS-754807_184	0.2546850817240889	0.06361120395263961
xgbr_tree	BX-912_222	0.5843032367083586	0.08105580375038407
xgbr_tree	BX795_1037	0.3870450541226921	0.07144469678149036
xgbr_tree	Belinostat_274	0.6296243364825085	0.06026764490989137
xgbr_tree	Bexarotene_186	0.2052694926666577	0.0910769288677905
xgbr_tree	Bicalutamide_150	0.11502059612242894	0.037610052257813935
xgbr_tree	Bicalutamide_1502	0.140640427940233	0.0487997707044588
xgbr_tree	Bleomycin (50 uM)_1378	0.4462022051144413	0.0667278901187371
xgbr_tree	Bleomycin_190	0.3880772775508712	0.09190034887178407
xgbr_tree	Bortezomib_104	0.30086456367825193	0.09528845815825072
xgbr_tree	Bosutinib_1019	0.2999678620953949	0.09148034798273193
xgbr_tree	Bryostatin 1_197	0.17173345865255038	0.03318498458996288
xgbr_tree	CAY10603_276	0.6844987409019899	0.09878510505805213
xgbr_tree	CCT-018159_1170	0.31065604421591003	0.07150049634559907
xgbr_tree	CCT007093_1067	0.1892813935451977	0.05190039115010114
xgbr_tree	CGP-082996_54	0.4403299642690429	0.13083656964230225
xgbr_tree	CGP-60474_53	0.4698153569529712	0.11036432185416344
xgbr_tree	CHIR-99021_1241	0.2941009898948663	0.06245007016167853
xgbr_tree	CHIR-99021_154	0.2626163674758574	0.10080666048648727
xgbr_tree	CI-1040_1015	0.43008123524325226	0.0957765740128904
xgbr_tree	CMK_64	0.3556676697378399	0.11343333484127388
xgbr_tree	CP466722_152	0.6120788900508093	0.11950747009630765
xgbr_tree	CP724714_255	0.22696513222202924	0.10124669297824608
xgbr_tree	CUDC-101_273	0.639670381949958	0.09825619470651276
xgbr_tree	CX-5461_300	0.4188055951139799	0.06676102559413835
xgbr_tree	Cabozantinib_249	0.3461284298643485	0.13409812589710296
xgbr_tree	Cetuximab_1114	0.2411369797421763	0.08077123182795942
xgbr_tree	Cisplatin_1005	0.3351899654512424	0.0741971604383825
xgbr_tree	Crizotinib_37	0.5712596447942111	0.20959116836899366
xgbr_tree	Cyclopamine_17	0.3365359091530162	0.1842810941083208
xgbr_tree	Cytarabine_1006	0.3697653595159618	0.10816918453266873
xgbr_tree	DMOG_165	0.4599107688995073	0.08836904644240455
xgbr_tree	Dabrafenib_1373	0.4966970084022905	0.11520228097965425
xgbr_tree	Dacinostat_200	0.4906319082917345	0.07739497195255005
xgbr_tree	Dactolisib_1057	0.24600088151189625	0.07451171565737749
xgbr_tree	Daporinad_1248	0.6875006427006489	0.05829422296609741
xgbr_tree	Dasatinib_51	0.4074654803339321	0.11994895204256575
xgbr_tree	Docetaxel_1007	0.5516382637944801	0.07551922304918822
xgbr_tree	Doramapimod_1042	0.190337131880853	0.04884557791045761
xgbr_tree	Doxorubicin_133	0.315684004672576	0.06836292127239545
xgbr_tree	EHT-1864_1069	0.2365962119801775	0.04892014886063528
xgbr_tree	Elesclomol_1031	0.43962308720654253	0.09736384924288242
xgbr_tree	Embelin_172	0.2718081485008431	0.06571480364892286
xgbr_tree	Entinostat_88	0.2990336258402405	0.13485007792258166
xgbr_tree	Enzastaurin_229	0.33873248498560465	0.06802902927035838
xgbr_tree	Epothilone B_201	0.3655666442605717	0.09016492674810264
xgbr_tree	Erlotinib_1	0.2351476932192708	0.1026307619374318
xgbr_tree	Etoposide_134	0.4440539248517078	0.07255130081686273
xgbr_tree	FH535_173	0.31282739880721644	0.06990468624601667
xgbr_tree	FMK_231	0.2264526151974495	0.08966507349490416
xgbr_tree	FR-180204_263	0.28283730503201804	0.07682700407792804
xgbr_tree	FTI-277_166	0.18656570347831236	0.05832727218841063
xgbr_tree	Fedratinib_306	0.6377047302869749	0.12604930933021355
xgbr_tree	Foretinib_308	0.3924754534075909	0.09661749114763753
xgbr_tree	GNF-2_52	0.23845838937750705	0.21114368971741973
xgbr_tree	GSK1070916_226	0.6266846270656397	0.10504683640741742
xgbr_tree	GSK1904529A_202	0.18800545273214614	0.04951996386389013
xgbr_tree	GSK269962A_1192	0.2111817972520535	0.04740590487583378
xgbr_tree	GSK269962A_127	0.1750024123808384	0.14884976061337196
xgbr_tree	GSK319347A_91	0.15269258649008996	0.07976223460682064
xgbr_tree	GSK429286A_230	0.27630469433120697	0.10015553677572936
xgbr_tree	GSK650394_177	0.3144876662477505	0.08824266180069536
xgbr_tree	GSK690693_326	0.3244470491132895	0.07219969705257298
xgbr_tree	GW-2580_193	0.102766317940705	0.07537204024274398
xgbr_tree	GW441756_1023	0.148191374350727	0.04637157317936763
xgbr_tree	GW843682X_87	0.3864809994279185	0.0933165306408306
xgbr_tree	Gefitinib_1010	0.35967791633520885	0.08601554848228048
xgbr_tree	Gemcitabine_135	0.38769763581872907	0.05951576042339531
xgbr_tree	Genentech Cpd 10_225	0.4662988059734686	0.0943875403272489
xgbr_tree	HG-5-113-01_1142	0.22485275927539086	0.06892525128726554
xgbr_tree	HG-5-88-01_1143	0.24071924508131565	0.12497568918953501
xgbr_tree	HG6-64-1_159	0.34777133742053856	0.056761831691826414
xgbr_tree	I-BET-762_275	0.7165955846038933	0.08220491417515663
xgbr_tree	ICL1100013_1266	0.381839786075808	0.07135319556902041
xgbr_tree	IOX2_1230	0.08441323196062016	0.03208417388965136
xgbr_tree	IPA-3_176	0.3735643640035093	0.08180383276656301
xgbr_tree	Idelalisib_238	0.3310337740617576	0.09126226197528
xgbr_tree	Imatinib_34	0.2251860199700141	0.15327966264567375
xgbr_tree	Ispinesib Mesylate_208	0.4928732884003339	0.08104412080753247
xgbr_tree	JNK Inhibitor VIII_1043	0.25768286471018514	0.08137702928573971
xgbr_tree	JNK-9L_157	0.20774712885860785	0.06251715319971565
xgbr_tree	JQ12_164	0.3242908553990741	0.06930374332557276
xgbr_tree	JQ1_1218	0.29465194936479155	0.08906772642923373
xgbr_tree	JQ1_163	0.2969267879995256	0.050176545373918295
xgbr_tree	JW-7-24-1_256	0.6193662849980501	0.09862037837129699
xgbr_tree	JW-7-52-1_83	0.398602571197442	0.1179443151816034
xgbr_tree	KIN001-236_286	0.4021117456216575	0.1001479818260058
xgbr_tree	KIN001-244_287	0.3546962112755555	0.08293755843836582
xgbr_tree	KIN001-260_290	0.4013430588052178	0.06747638542777938
xgbr_tree	KIN001-266_291	0.16980754088851047	0.04164693859570722
xgbr_tree	KIN001-270_345	0.3305534028220837	0.08571555433809994
xgbr_tree	KU-55933_1030	0.23629823546433246	0.07285929108403158
xgbr_tree	LFM-A13_192	0.1941227388801288	0.06426699031665352
xgbr_tree	Lapatinib_119	0.22761129801570976	0.21193638699747072
xgbr_tree	Lenalidomide_1020	0.09828197239221048	0.04404150183663625
xgbr_tree	Lestaurtinib_1024	0.4497160545906596	0.07730913045696312
xgbr_tree	Linifanib_277	0.4019522248639079	0.22593866034101806
xgbr_tree	Linsitinib_185	0.2855880287437813	0.06856295745601934
xgbr_tree	Luminespib_194	0.3099967696163963	0.0706364427581013
xgbr_tree	MG-132_9	0.3103575601023142	0.089280892236467
xgbr_tree	MK-2206_1053	0.3339903990384233	0.08565117767682243
xgbr_tree	MPS-1-IN-1_294	0.3761008852188416	0.07978161953995122
xgbr_tree	Masitinib_292	0.384749345571708	0.1340804453995593
xgbr_tree	Methotrexate_1008	0.6200781001695808	0.07767220952590073
xgbr_tree	Midostaurin_153	0.3463950408934897	0.059626060305720964
xgbr_tree	Mitomycin-C_136	0.37312319294166174	0.07262600374448519
xgbr_tree	Motesanib_1029	0.13531071101526507	0.05808472367813546
xgbr_tree	NG-25_260	0.5147687484237119	0.1119138726167288
xgbr_tree	NPK76-II-72-1_257	0.6352101170384284	0.07612343087393701
xgbr_tree	NSC-207895_269	0.22640648352158185	0.08027626783598292
xgbr_tree	NSC-87877_147	0.15678481426362806	0.06732587490468217
xgbr_tree	NU7441_1038	0.2409854994430232	0.062036868532282914
xgbr_tree	NVP-BHG712_295	0.4839242410079597	0.09630645169380404
xgbr_tree	NVP-TAE684_35	0.33606833722277885	0.11120958324330832
xgbr_tree	Navitoclax_1011	0.6370072155825535	0.10415327015042497
xgbr_tree	Nilotinib_1013	0.4828606049694454	0.20506455529204426
xgbr_tree	Nutlin-3a_1047	0.5320007261402843	0.06283628003324879
xgbr_tree	OSI-027_299	0.6007075417715144	0.09153821713005153
xgbr_tree	OSI-930_298	0.34084058596288896	0.10173121511161627
xgbr_tree	OSU-03012_167	0.32118145395989905	0.0627562736264636
xgbr_tree	Obatoclax Mesylate_182	0.4465122763877841	0.06650065643352115
xgbr_tree	Olaparib_1017	0.2346205506639029	0.10253408060531956
xgbr_tree	Olaparib_1495	0.27782399431028165	0.10331451204935796
xgbr_tree	Omipalisib_283	0.4188153066778934	0.05961087970684915
xgbr_tree	PAC-1_175	0.3916977293254189	0.08007612661027852
xgbr_tree	PD0325901_1060	0.4534897694820725	0.08188180422829118
xgbr_tree	PD173074_1049	0.1502049325233031	0.05852129735055602
xgbr_tree	PF-4708671_1129	0.13844247505499616	0.04505907592070271
xgbr_tree	PF-562271_158	0.21192190207803555	0.0687469646470093
xgbr_tree	PFI-1_1219	0.3683579910043079	0.06479580739245171
xgbr_tree	PFI-3_1530	0.15232684752937867	0.07517241421000471
xgbr_tree	PHA-665752_6	0.17887412392778726	0.11383198998463508
xgbr_tree	PHA-793887_301	0.5205390358993137	0.09277211719760932
xgbr_tree	PI-103_302	0.5667625461034496	0.0929729194742197
xgbr_tree	PIK-93_303	0.5892999165284979	0.08359372979546563
xgbr_tree	PLX-4720_1036	0.4165982049077813	0.11402821063192785
xgbr_tree	PLX-4720_1371	0.4486914439089705	0.10583545240561204
xgbr_tree	Paclitaxel_11	0.37196784766019386	0.10792765263905554
xgbr_tree	Palbociclib_1054	0.3315025552249181	0.08267258725319593
xgbr_tree	Parthenolide_89	0.3491909965470515	0.11847276309259255
xgbr_tree	Pazopanib_199	0.24511552280577156	0.054195355301467615
xgbr_tree	Pelitinib_282	0.35610397237800107	0.08642371741960521
xgbr_tree	Pevonedistat_1529	0.32162873070988784	0.0980783272022352
xgbr_tree	Phenformin_196	0.4576618040192757	0.09060504020029528
xgbr_tree	Pictilisib_1058	0.2776618599036481	0.06782093915671661
xgbr_tree	Pictilisib_1527	0.2263139162180634	0.04425614636097047
xgbr_tree	Piperlongumine_1243	0.3833269047698308	0.08631303405612235
xgbr_tree	Ponatinib_155	0.40145787227336427	0.11798396794677075
xgbr_tree	Pyrimethamine_71	0.17825534827478945	0.047614682759447566
xgbr_tree	QL-VIII-58_1166	0.30952426343902395	0.09933091982514483
xgbr_tree	QL-X-138_331	0.5521002813200149	0.07330584888421678
xgbr_tree	QL-XI-92_329	0.5241957705977492	0.09820379437094982
xgbr_tree	QL-XII-47_235	0.4219313830587376	0.09011913159826973
xgbr_tree	QL-XII-61_1203	0.3775076502390212	0.1590574890274394
xgbr_tree	QS11_151	0.21256584211866494	0.040657508152673515
xgbr_tree	Quizartinib_254	0.2270776719874021	0.15097576499912335
xgbr_tree	RO-3306_1052	0.2429647372544153	0.07121433330823021
xgbr_tree	Rapamycin_3	0.4178784594894111	0.1542210710877889
xgbr_tree	Refametinib_1014	0.5578716083206819	0.08248560046012593
xgbr_tree	Refametinib_1526	0.4849568132369362	0.09357238864133603
xgbr_tree	Rucaparib_1175	0.15785958270515815	0.043591321130939005
xgbr_tree	Ruxolitinib_206	0.2532593923485749	0.15220053608779222
xgbr_tree	S-Trityl-L-cysteine_41	0.4702023680003795	0.1395281345639915
xgbr_tree	SB-505124_1194	0.19065747723222373	0.058123551554310066
xgbr_tree	SB216763_1025	0.25166693672982504	0.08124436718192
xgbr_tree	SB52334_304	0.24162461808633004	0.08114257928846577
xgbr_tree	SB590885_1061	0.4845692192662373	0.16190770559025291
xgbr_tree	SGC0946_1264	0.13686390502794185	0.06886106673462633
xgbr_tree	SL0101_1039	0.15824550993556566	0.03863632368675165
xgbr_tree	SN-38_1494	0.5887626864388802	0.06336380020459899
xgbr_tree	SNX-2112_328	0.6228675176791472	0.08034672286063099
xgbr_tree	STF-62247_258	0.2168873690222024	0.0571262344724102
xgbr_tree	Salubrinal_111	0.2793320476870958	0.1096222985534358
xgbr_tree	Saracatinib_38	0.3347641138762102	0.1898435285517509
xgbr_tree	Seliciclib_110	0.2947394210837279	0.11732111410258678
xgbr_tree	Selisistat_341	0.11331297468116387	0.03932055599024045
xgbr_tree	Selumetinib_1062	0.3088101292262119	0.12151722559120867
xgbr_tree	Selumetinib_1498	0.4319269999948965	0.0952887971793135
xgbr_tree	Serdemetan_1133	0.2586214220510068	0.0686676381542802
xgbr_tree	Shikonin_170	0.3013048526475721	0.07672581916713846
xgbr_tree	Sorafenib_30	0.2588408078849255	0.17110687661735938
xgbr_tree	Sunitinib_5	0.4154434865386878	0.1890806505260213
xgbr_tree	T0901317_333	0.257612775763307	0.13216555554010254
xgbr_tree	TAK-715_221	0.3783038918189015	0.09201370934682143
xgbr_tree	TGX221_94	0.3211327120621376	0.163352035184071
xgbr_tree	THZ-2-102-1_346	0.6304598922159699	0.061182656872666275
xgbr_tree	THZ-2-49_344	0.3969231071156501	0.04783931451086373
xgbr_tree	TL-1-85_261	0.5011575411178227	0.10533251118992658
xgbr_tree	TL-2-105_211	0.3441345672014129	0.12284680633818405
xgbr_tree	TPCA-1_305	0.5530466398147083	0.10076124825109972
xgbr_tree	TW 37_1149	0.354433730233258	0.08372440337646593
xgbr_tree	Talazoparib_1259	0.4049133854112107	0.13198192550377147
xgbr_tree	Tamoxifen_1199	0.1111534056693539	0.03332432184113578
xgbr_tree	Tanespimycin_1026	0.4415823363048309	0.05924549556185656
xgbr_tree	Temozolomide_1375	0.2191670640201532	0.0894471472084382
xgbr_tree	Temsirolimus_1016	0.28278972456971496	0.05276096623436504
xgbr_tree	Thapsigargin_180	0.28987263246573075	0.08500451043140361
xgbr_tree	Tipifarnib_204	0.2636076941491555	0.05322431622474599
xgbr_tree	Tivozanib_312	0.2409724206842657	0.0955956273689965
xgbr_tree	Tozasertib_32	0.4889093769313787	0.13585710346552035
xgbr_tree	Trametinib_1372	0.5592744976832242	0.10167795429160384
xgbr_tree	Tretinoin_1009	0.3743606386643248	0.12877190326589594
xgbr_tree	Tubastatin A_265	0.533570162746023	0.09271976166313886
xgbr_tree	UNC0638_1236	0.29906566510345955	0.0739455609130021
xgbr_tree	UNC0638_245	0.4840948450729466	0.11582243142052995
xgbr_tree	UNC1215_1262	0.1539869714706638	0.055163282103018615
xgbr_tree	VNLG_124_271	0.49242430764298795	0.2219819832564872
xgbr_tree	VX-11e_262	0.3382077174000298	0.07224016757363386
xgbr_tree	VX-702_1028	0.12061914751838028	0.04378857776173629
xgbr_tree	Veliparib_1018	0.16004461194388958	0.0547296618067785
xgbr_tree	Vinblastine_1004	0.42235479900510586	0.08338110014690955
xgbr_tree	Vinorelbine_140	0.3077651951224992	0.06209293617305658
xgbr_tree	Vismodegib_1033	0.16439650649031035	0.06013394320898225
xgbr_tree	Vorinostat_1012	0.5426436773651648	0.05854223905429848
xgbr_tree	WH-4-023_56	0.4053868004867392	0.1666359987206429
xgbr_tree	WHI-P97_288	0.2634054981476435	0.10651179241357836
xgbr_tree	WZ-1-84_59	0.2150999586237766	0.11696754315902096
xgbr_tree	WZ3105_252	0.5892207773837999	0.09502310433721467
xgbr_tree	XAV939_1268	0.2600119750333795	0.055582192667903534
xgbr_tree	XMD11-85h_1158	0.2825314100646626	0.08502001046156367
xgbr_tree	XMD13-2_330	0.3943356159406072	0.09274806681440584
xgbr_tree	XMD14-99_253	0.4265947279210997	0.0991085123868834
xgbr_tree	XMD15-27_332	0.3211662216412464	0.12062819348454787
xgbr_tree	XMD8-85_106	0.3205365288695565	0.12345326199865007
xgbr_tree	XMD8-92_1164	0.3408931080166818	0.1551216875706614
xgbr_tree	Y-39983_309	0.35859724477021115	0.10765073230838347
xgbr_tree	YK-4-279_1239	0.3133864976251094	0.06509164547312589
xgbr_tree	YM201636_310	0.3623064440114787	0.07532422438715063
xgbr_tree	Z-LLNle-CHO_45	0.2726003934561049	0.10754620755544413
xgbr_tree	ZG-10_1161	0.5148959006793958	0.17835732860325826
xgbr_tree	ZM447439_1050	0.43445608375398137	0.08632703914440493
xgbr_tree	ZSTK474_223	0.5089425606909368	0.07964430321336181
xgbr_tree	Zibotentan_266	0.120607277408026	0.0523310443108329
xgbr_tree	rTRAIL_1261	0.18316228126898296	0.054573988704888464
pca_xgbr_tree	(5Z)-7-Oxozeaenol_1242	0.43572238601781255	0.08171053204267043
pca_xgbr_tree	5-Fluorouracil_179	0.5046622707438979	0.09899748961864767
pca_xgbr_tree	681640_1046	0.1800163070136332	0.05624688565149708
pca_xgbr_tree	A-443654_86	0.3198511176178931	0.0894832480573066
pca_xgbr_tree	A-770041_55	0.3546829632100913	0.16277233968916546
pca_xgbr_tree	AICA Ribonucleotide_1001	0.4890827028019147	0.1201502824890918
pca_xgbr_tree	AKT inhibitor VIII_171	0.2311115093322357	0.0572136144600581
pca_xgbr_tree	AKT inhibitor VIII_228	0.5360153254917963	0.092494259301787
pca_xgbr_tree	AR-42_272	0.6875724971545654	0.09329588119429456
pca_xgbr_tree	AS601245_207	0.2032839444969247	0.061772996973313773
pca_xgbr_tree	AS605240_224	0.3657594364655517	0.09572825782727837
pca_xgbr_tree	AT-7519_219	0.6214812850252469	0.08227638574305603
pca_xgbr_tree	AZ628_29	0.3915127700220483	0.13048115575895625
pca_xgbr_tree	AZD6482_1066	0.2834416919143212	0.0851567951819257
pca_xgbr_tree	AZD6482_156	0.21219234253395314	0.05992037331781189
pca_xgbr_tree	AZD7762_1022	0.4712926724326721	0.09760590711357084
pca_xgbr_tree	AZD8055_1059	0.4175123453614668	0.11887804830511435
pca_xgbr_tree	Afatinib_1032	0.4145364750674257	0.10127894286684094
pca_xgbr_tree	Afatinib_1377	0.3991438172261537	0.12505158689585252
pca_xgbr_tree	Alectinib_281	0.2435185427907526	0.09353106080321184
pca_xgbr_tree	Amuvatinib_293	0.16199369076762432	0.05189939061618354
pca_xgbr_tree	Avagacestat_1072	0.17249104799774784	0.042095931370737485
pca_xgbr_tree	Avagacestat_205	0.15971175305657628	0.0650991895492386
pca_xgbr_tree	Axitinib_1021	0.2814668931827412	0.10574232230214964
pca_xgbr_tree	BAY-61-3606_178	0.32245888394843075	0.079404005575375
pca_xgbr_tree	BI-2536_60	0.3804130792716214	0.12291787428108808
pca_xgbr_tree	BIX02189_279	0.4668324448223302	0.1269850647338817
pca_xgbr_tree	BMS-345541_203	0.3893905550574092	0.07155038457685149
pca_xgbr_tree	BMS-509744_63	0.2829987037486921	0.1290862862326526
pca_xgbr_tree	BMS-536924_1091	0.2410297642554992	0.05633934259015685
pca_xgbr_tree	BMS-536924_62	0.3507560716192104	0.09756151223238063
pca_xgbr_tree	BMS-754807_184	0.2410877528559797	0.06899412350175338
pca_xgbr_tree	BX-912_222	0.5801316697098983	0.061735539413757964
pca_xgbr_tree	BX795_1037	0.4030618500273852	0.08432231242583987
pca_xgbr_tree	Belinostat_274	0.6082211632901722	0.0915413447603076
pca_xgbr_tree	Bexarotene_186	0.1905537682205553	0.08410871518062595
pca_xgbr_tree	Bicalutamide_150	0.1620113131222573	0.0937383163604462
pca_xgbr_tree	Bicalutamide_1502	0.11049531779892073	0.03217257959660075
pca_xgbr_tree	Bleomycin (50 uM)_1378	0.39430045818337106	0.06474165578009024
pca_xgbr_tree	Bleomycin_190	0.31961772897966495	0.06916686853632216
pca_xgbr_tree	Bortezomib_104	0.2862826451611987	0.099657639902193
pca_xgbr_tree	Bosutinib_1019	0.28251080046928945	0.07592457274302249
pca_xgbr_tree	Bryostatin 1_197	0.17973358820589475	0.05312764438967349
